student_id,course_count,courses
0ba9b0b3-5771-4542-af52-b48f27e3ba9b,6,10 5 7 3 17 20
0bd02306-94f7-48bb-8e55-8cf6065f8fc7,3,21 19 12
0bd45937-ef6a-441b-b823-6e75076125f2,3,12 1 20
0c0034bb-a66b-42cc-94c8-a74098660b79,5,17 18 1 9 8
0c05cc86-5229-491b-a167-c2fb7788378b,3,8 3 14
0c0a94aa-6488-4a1b-88a9-5354bad30d87,6,17 21 11 13 19 4
0c13bcfd-8147-4412-a0e2-03189faee7e7,3,16 9 6
0c1aae5f-58f4-4572-9f8f-d80fc14fda3e,3,16 4 10
0c4459de-1acd-4630-a174-d1ae72a76f37,4,16 14 15 20
0c4a791c-4da9-47f5-82bc-77575fdc8dfa,5,13 3 10 15 14
0c560c07-2691-46fc-80ad-dd7d675567a8,6,9 13 12 4 7 6
0c5846e9-2a0b-4de2-80b6-09fc256613fb,4,13 11 12 4
0c6a88ce-7518-481d-b20f-508ba3d27153,6,5 8 22 10 19 1
0cb25abd-c522-42c1-a882-2f379b3ae7aa,5,10 21 6 9 22
0cd7b2d3-d7ef-4557-b044-fa4427363e0f,3,10 22 3
0ce308a9-fbe6-4663-a2e4-cd6626834706,3,18 16 7
0cf4feec-4892-4423-8907-4315e54d476a,5,2 12 7 22 8
0d13553d-532c-4e45-b60d-79f9ec92c4c2,3,8 9 6
0d45ec49-68f5-4c01-8e59-717981276d87,4,5 8 10 7
0d649e05-5fe7-4521-af6d-ab558619c760,3,20 21 10
0daffcaf-9e60-4ce2-921d-54d5cc46149e,3,13 4 12
0e04e94d-ba0e-4312-a2d0-2532b09366f6,5,12 21 10 8 17
0e413dbc-da75-4b90-b78a-789175b2afad,4,14 22 19 5
0e6d7988-c8bd-42e0-88cb-96fdfa369cd3,6,21 4 1 8 12 16
0e78f4a2-1d49-4988-b0bc-b8fbd40f28e2,5,2 21 9 13 1
0e81504c-b40d-4a01-bba2-5163d5e24597,5,16 7 6 12 21
0e92ca87-8560-456e-86f2-22195b85dfa6,6,20 12 3 7 15 22
0ea93df0-ab11-4a35-88c7-1498e4a9adc3,5,7 22 1 18 20
0ecc6acc-1e10-4c76-8307-f46bf7b383ac,3,20 14 4
0eefad01-a834-4a25-82ef-1894f80344e9,5,2 11 22 15 8
0f053866-db03-426a-aee4-388201638bf5,6,4 10 19 16 17 21
0f2006f1-f1c2-4ae1-8da5-7b3e7ef33190,6,16 4 19 22 18 20
0f373d76-d9c0-4c60-9f39-6bbbfe775d56,4,22 3 8 4
0f39c332-1695-4176-b4f4-9fda1d308d55,4,16 20 14 6
0f530025-92c5-4c5e-929d-9b5890c7f141,5,4 16 8 2 20
0f6506fb-beed-4886-a0e5-1d59c2e0d85a,6,17 14 12 2 22 21
0f6f7027-d5ee-4337-b0c9-cc0e230ba3d2,5,21 3 19 18 4
0f79e91c-eafe-497f-9d5c-6b2391499cbe,5,22 20 2 21 11
0f7d3f84-3a10-4df6-82c1-ae0ef3249313,5,8 22 7 10 6
0f800840-d813-4b24-ae35-f6eae0a6269f,3,22 11 20
0fa520d6-ad22-4517-810f-67149a1764b8,3,12 9 22
0fc66d5d-6c2b-4aa3-871f-f5ca38b19b53,4,14 4 18 8
0fc8026a-6c72-492b-a697-c7dd177a1ce6,5,16 13 15 12 7
10231bd1-fd78-41f2-adf3-289ad8a7eb95,4,6 22 20 11
103272f7-f6c2-49ff-ab7e-1e8e73716e72,3,3 20 12
10452385-0461-42c4-b075-7bb4031225b9,5,21 15 18 22 6
1045644a-01a8-4d3e-89b9-feb634fe9ebc,3,11 7 14
105b6e7e-8c4e-4bc1-849d-ce1dd82e4370,4,11 22 1 5
10805982-8058-4b8f-aa22-8d81c2f4d299,4,5 17 21 15
1094c23f-9119-46f5-8ab3-98d1308f274e,5,7 14 9 11 20
10c5236c-8336-4db1-9632-4c6706f83393,4,20 7 13 8
10cb3d55-d069-4a0b-95a5-439c792edeab,6,12 11 14 17 4 13
10d7a4b9-9921-487a-8315-5ea48a6c8cce,3,17 4 8
1104c2cb-e34d-453e-88d6-1e238ac59c8b,6,22 18 10 14 1 17
111a0aef-1080-4da3-9061-f6c21e79c358,4,4 7 5 8
11221c2a-b7e6-4756-8148-9ad6cfc81ad3,4,10 3 6 8
113d6e16-dfc0-4022-9c74-6fd4fe19670f,3,18 14 1
11690342-4f4d-4958-8797-cc5bfedaa178,3,3 20 21
11796a40-98ca-42db-b83c-e0da7c1cff1a,5,8 9 14 2 11
11946c7e-7957-4370-8d6b-5fc9e498dfa1,5,4 2 6 15 13
11a8aa6f-84e1-44d9-a139-f945a6075ebe,5,1 12 10 13 17
11f19c75-84e4-49f1-9dea-5b0dcd94780f,5,14 13 12 15 9
11f44b65-b29f-4d0a-8fc4-59c2bd173233,4,21 18 13 8
11f59ed1-8480-4481-abcd-2294518eee5a,5,3 5 9 22 4
120d00ba-23ad-4d5b-9059-0b7845518a40,6,18 6 20 13 7 12
120fd914-62ca-4764-bb9b-3dccbf0b07f7,6,12 21 5 15 9 1
1219a417-3e60-45d6-86c5-7c01fc759310,4,21 17 2 19
1219b316-e5c2-4447-aee4-10f9b86c962e,3,6 14 2
121f7cba-c290-4213-b4ab-c9ac4c9f3592,6,1 11 20 7 5 21
12282c2b-a1ae-4e31-82c2-51515115ee17,3,14 19 20
1239b18a-7f59-463e-a1bf-617ff9aca809,6,3 17 4 6 18 5
1245e171-38f0-4f10-baac-f9c65a0cb40c,5,12 10 5 13 21
12618f1d-9263-4047-a4f3-99cf6ea848cd,3,11 5 1
1263f1dc-16b8-4d08-825c-cc974c6b19d2,6,6 5 14 12 13 15
127d257c-ca29-47e0-b413-421258c94ecb,4,17 5 15 6
1292268a-026d-4647-8061-856e69c76bd3,3,10 8 7
12a2e699-1e4e-4be4-ba84-597b16db33f4,6,1 13 11 21 6 15
12b8e63d-94ed-4f4b-bf37-8001da204594,3,13 16 4
12bf8b4b-220d-4397-8454-64b8056a6072,6,7 4 1 22 6 10
12d46fda-c218-4bc3-bd00-e71a2271789c,3,7 6 11
13058c39-0dd2-49f2-9444-53b42f802343,3,13 9 6
130b20c6-335e-42d4-91f6-a88ae4554546,6,16 15 11 5 10 1
13292103-0242-47d5-8f77-f958e0de5f15,3,17 5 1
13367fd3-cdde-4354-a7ea-5239c04150b0,3,21 10 12
1352bcca-f977-4fba-b8c4-e231e05f8dfe,6,11 20 21 17 2 12
135952a3-a4ca-49c7-85fa-aa28d2bb1166,4,6 7 1 9
136a08c8-2842-4d37-9ee6-09a626992593,6,3 20 10 12 17 16
138700e6-07be-4a40-b33d-f317430f2a38,3,16 21 18
13aae8f3-31d1-4679-983e-2184c40ff50d,3,15 16 14
13c7d623-f134-43f9-8d90-c05c3a03221b,5,7 16 13 11 15
13e6862f-e440-4d46-93a6-bff74f00973a,6,19 5 7 6 13 10
13fbc200-7ed8-4c14-97b2-e21042ad83a6,4,3 10 15 17
13fed8dd-0b66-4762-8fe3-eda7ade805ef,4,9 2 21 8
14098d96-ff78-4d62-b619-01b94c4be4b6,4,11 5 13 15
1446adf1-e609-4ce2-b0fb-b1dd55b49e56,6,4 19 20 15 11 22
144816c2-84c5-4e91-b3c3-88b01140e80f,4,7 15 12 10
1476e47c-8482-4809-b239-ed66f4e5b56f,5,18 20 22 2 6
14b4b30b-6e13-4bbf-9f42-79bef196779a,3,7 5 10
14d0243e-f351-4c85-b29c-39b280dd3b37,4,21 20 8 5
14deba4f-d1f1-41b0-b547-d39ad53262bd,5,17 3 12 14 20
14ed7820-1e67-4707-95e7-4a2f0ce340b3,6,20 1 8 7 3 4
153588d7-04bd-4017-b35f-b341f45c6e14,5,17 20 16 14 4
153611ed-d8d1-4975-b498-0105a724906e,6,6 10 13 3 4 20
156b6379-25b0-446d-b06a-6620c922ddd2,6,9 8 22 16 10 12
156c9f68-12ec-4e40-8f50-879291e6f948,4,9 6 11 18
156d0719-571e-42e8-a167-271ae398800d,3,14 22 5
1575efc4-6963-4c28-bdcd-016383794f5b,3,7 17 13
157ad9f8-be25-4401-8330-71ad8b522fa0,5,4 18 22 14 3
15803041-ca6c-4e4a-9251-1a4eb313a178,6,3 4 22 6 20 19
15996ba7-32a8-47b8-9909-0e93455d2207,3,4 14 8
15d10641-e39c-4bfb-a32e-9233155b268d,6,19 3 10 8 2 16
1603b53c-1e11-491c-beb6-73326b6b871c,3,4 11 12
164bcca4-c56f-4764-83fc-4fa0945663f8,3,19 1 8
164c8ad2-967d-4feb-8c7a-622d337e248e,4,18 1 21 3
165c9656-a3df-41b3-a454-3fa7b88a9293,6,10 11 19 15 20 9
165e2644-f078-40f4-82f5-c04676a43692,5,9 18 19 2 13
168ab626-07cb-4358-a192-82e40efaf215,4,19 1 17 6
168ef34d-3768-4819-8c7f-99d4857d13a5,3,18 2 22
16b18bdf-0831-4bc9-8ef5-06f4e00353f7,3,13 3 18
16b9d2fc-8b17-402b-b5b9-ea5c98c28036,3,10 14 8
16c52b70-aaff-49a8-be67-beda898aac70,6,3 17 10 20 7 13
16d2ece1-011e-4d50-a138-e0a8c8021ff6,3,14 11 18
16f3f3dc-9168-41c5-a548-2d49a2c4ecea,6,14 2 7 17 12 16
16f92af2-b0ab-4645-8e31-f339dda9b60a,5,7 17 20 15 14
17094c01-8172-4d90-aef7-152af05409f5,4,16 21 3 18
170b5f8f-5725-4c2f-be0a-03ba5c1911db,5,5 22 17 3 21
171c8280-5d11-45f2-b2e2-a51ad90fbbbb,5,22 15 8 18 14
17370692-3747-4982-ab76-e022daec6446,4,8 9 18 10
174501f5-ef3a-40fc-a52a-958338c7d658,6,7 18 8 5 1 14
174ae6d1-962e-4255-9c8a-409d5356b8d2,4,9 6 17 16
1762b60f-8466-4df0-9f49-be55b24c5adf,6,4 14 5 20 22 18
17646020-083d-4851-91fd-e4c2a00f5e1d,6,16 19 2 10 6 5
1767be43-dd45-45c7-b55b-fee14007f666,6,19 22 14 13 16 8
176f08ca-3ec6-4b7f-823f-2d8973569a63,6,8 2 17 1 14 11
1777ff23-9cc3-4812-8db9-c3c8b2f2304b,4,1 20 4 13
1788c0d7-185d-4cb7-b3ad-872863c93aa3,5,5 12 10 17 22
17a2005d-0912-44c8-af88-a30f416d5212,3,4 5 10
17a59d06-8135-4371-8052-505c27a71ee1,6,22 5 11 16 12 7
17a60f36-1b11-4b25-bc98-1aafeda5dfda,4,9 11 18 3
17ba4d7e-9729-46b4-8c7d-4a32b3677dd8,5,7 11 2 5 18
17bf792a-f6e9-4cff-b05b-98ae779054f3,4,11 4 14 2
17c40318-36b9-4344-becd-0c73eaf2e740,4,13 10 21 2
17f1db4d-2c36-47b4-8901-6e57c7dffa3d,6,14 16 22 15 21 6
18160789-fbcf-4405-92e9-01fe73742949,3,12 18 11
184e2ca8-02d0-41ec-83b7-c483caf0b61d,4,19 22 16 15
18511cae-3be9-4c6a-a0ec-f89cf35d966f,6,18 17 7 6 15 12
1870ae5e-717d-4084-b590-85a60915f36a,4,11 16 7 8
1872e4ad-3c83-4ccd-9a5a-451815f57486,3,3 7 19
188b1ff2-44d2-463d-b401-0f3471439095,5,13 19 1 10 2
18a0e89c-d231-4a22-af3e-7a0fa55f7e1f,6,5 14 6 17 9 16
18c76596-a10a-4bc8-9a34-84b04c6ea1b4,6,19 4 20 10 2 13
18e6b005-ca44-4e0c-b747-3c18ef064363,5,12 1 6 5 19
18ee00a5-2028-4b29-a5bb-0f954f7528b4,3,11 6 9
18f41ede-1fe7-409e-9898-8e837c9eadcc,4,1 3 18 15
1909f674-1007-4874-ade8-2670bb00ef08,3,9 22 17
195cad37-3e53-4bea-9669-02860976bdbb,6,19 4 6 3 12 7
196541c2-bc24-4fe4-b814-0e271fae78d9,6,3 5 1 22 17 7
19659268-945b-4ef9-97b6-ebd48b742fa1,3,17 5 10
19672aa5-2310-4324-bd8d-5e1e3f8dbe9b,4,4 18 15 11
197b931e-2378-4adc-a297-bcf56511c6ae,4,11 13 12 5
199296da-cb98-4e61-ac14-5f8989eae886,3,20 16 15
1997944e-5ee0-45a6-a2ee-b2535208e843,4,4 15 6 7
199fc304-49c5-41ca-b82e-938f9e289ff6,6,4 13 9 18 10 1
19a26b7c-8b02-4644-9b10-19341feb3f04,3,15 10 21
19a721ad-a7ea-4f0c-aaa4-7ac099b46a91,4,22 19 20 6
19ba3143-9f51-47b5-8a38-a9d07ab60049,3,9 21 10
19cfc192-d382-453e-ba45-baa3c2b15686,6,4 15 16 8 3 1
19da9ee0-2be8-45e9-8b41-fed3a0f38409,4,15 18 5 13
19db6f1a-f741-4dc3-b930-627769525add,6,11 12 1 9 16 13
19fb4c26-57b4-42c0-a3cd-82acda32cc81,5,21 5 8 11 22
19fcab0b-7238-4b13-88d7-a9adf8d0d0f0,6,1 22 11 4 14 5
19fd0c2b-16cf-4d29-87a1-99c85afd5771,4,5 19 7 3
1a329382-1a65-400d-8fb2-dd459d7f16d8,6,18 13 7 16 21 15
1a49657a-5436-4011-88b0-08b8d571e37a,3,10 11 15
1a4e4616-fc45-4292-b93f-58b9aa941714,3,5 12 16
1a5dfaf5-258d-4176-9bc6-82111c6194d4,3,3 21 14
1a6046a2-d9f2-47f7-a9e8-42127cfa1fa3,3,13 1 20
1a8a80f0-14dd-46ef-8bd2-a24e43213faf,3,20 3 2
1a9bb627-d9e0-4f16-a976-21c9842a0aa8,6,5 20 3 10 18 13
1aba1cb5-ee32-47dc-afbc-9ecf5eb8c099,6,4 18 19 6 9 22
1ae77608-0483-46dc-8c68-f5c9d7a57deb,4,7 1 17 4
1aefa18d-5f49-46ec-9de3-2d15f6eb1b7c,5,1 21 9 15 16
1b0d03c7-34bb-4d1a-9c58-746e593349c6,5,15 12 19 17 14
1b1dd3ee-928e-4821-8c4e-40f0324c323e,4,19 5 10 1
1b245e89-287f-4776-a660-30d8d6985b6a,6,21 1 2 16 13 14
1b3fac30-6550-4098-a0a1-4d5003c13191,6,22 15 5 11 3 14
1b5dea0e-f2a2-443a-980d-86d991cf6417,4,13 8 9 7
1b6467a0-0526-4a6f-b44f-aa8cf1dfd036,4,2 8 15 12
1b754563-4ded-43b5-9c3f-a2276508776d,4,12 13 6 15
1b7bc2f0-e412-4500-ba48-688e79067a65,6,9 2 20 21 8 1
1b8fced6-522d-4596-9381-ec5b0fbdbfd5,3,12 15 4
1ba69c3b-3191-46ef-8e6e-6c77d0c16448,6,1 15 20 17 13 7
1bb2868b-1864-4d37-bb2b-393fcafe06f8,3,6 22 10
1bbfbb38-8add-4852-9c02-f74a81673f83,4,12 10 5 4
1bd42c1d-6201-4469-8b8e-08852e604dd1,4,21 14 11 1
1c036512-e8f9-419e-8e00-4da0a8fab84f,3,22 18 10
1c1a9989-2ad4-461d-b4a0-34b16f3aa172,4,15 12 6 7
1c21dc8e-69c4-4dd2-a1a6-d36c3bca7bf0,6,14 19 9 11 8 3
1c36d8bf-a535-49af-9d4d-7c4ffca13e4b,4,16 10 22 19
1c45f1e8-1130-4955-81fa-029466c1787c,5,10 9 16 5 3
1c7221e7-feb5-464e-ac20-d9392dc86e61,5,6 13 20 10 19
1c791abe-0385-411c-96b1-53fd56cca68b,4,5 6 2 14
1c95afb3-d819-4e09-a96a-1892861cbc68,4,8 10 22 17
1c9ba262-b1c7-4c34-b0ae-616ef2bf3fd4,5,12 1 17 19 22
1c9d1ec2-8cc8-4c67-9be7-94c803f12bf0,3,5 19 6
1cbcfe1b-07c2-4b13-9a21-b75cf0cbe80a,3,7 18 12
1cd5053d-12cf-40cd-b0d9-6ad63ec2edad,5,3 7 5 16 19
1ce48044-0b00-4937-9974-6c36bd9da2f7,4,6 16 7 11
1cf8b7c8-40d1-43eb-9650-66c57472af9e,3,8 14 10
1cf93a64-cbee-4c57-a5e0-b422e9698dd4,6,4 20 12 21 7 11
1d167385-e43d-4619-a41e-3e25418934e1,6,18 12 3 13 1 9
1d17ac40-83a5-4f18-8e03-2058ad62c3ba,3,1 17 14
1d1db013-b1d5-4fe7-a44b-becb01705eef,4,13 18 14 12
1d32aea4-4614-4156-b97a-fc5a56e25842,3,2 4 21
1d43badb-a517-49ba-94a1-65a5e48cd3e1,6,7 5 10 6 9 3
1d4ff360-2eb8-4206-b5a9-e6a494121e59,6,1 12 11 4 14 10
1d5f0edc-0874-4994-ba12-2346ba195c36,3,16 7 17
1d60c3b5-a0c8-42fa-9791-2cb4f6cff338,3,9 15 8
1d647412-b2cf-42c8-ac61-7000f3a29f66,4,19 6 20 22
1d6e0581-aea9-4c5f-9fbe-19c3e3f859e4,3,5 8 6
1da7ed99-a9f8-42a2-a3ff-4e5f6f5a1617,5,14 8 6 3 7
1df8e3fa-6755-41ad-b658-e8444856e631,3,3 17 15
1e219bf1-d23a-4829-808f-8e323e1ac57c,4,19 3 4 16
1e2980a6-f9c1-41f4-9900-f14fea784ad6,3,6 11 14
1e4fcc48-dee8-46df-8590-15d1e7c90492,5,3 7 6 13 4
1e640ceb-0192-450d-ae98-8b3231e1f039,6,2 4 22 18 6 19
1e68632e-0eb2-4064-bbaf-dbb9e5c17992,4,1 19 17 4
1ea20c16-9971-4bae-bd6d-04cd8dd9b49b,3,4 15 20
1eb3f27d-7802-459f-9cbc-e5cefb6e2074,4,18 21 4 7
1ebc806f-0c5c-470e-a82f-55478d357fa1,6,12 18 9 10 4 13
1ee3f4cd-c622-4a7a-b8f6-37f9dc9f2fe7,6,4 11 14 21 9 12
1ee4b27d-7546-451c-bc68-edcc473458dd,3,18 4 19
1eeacc73-b5eb-44ee-a98e-a229db3d0067,3,16 2 21
1f0758b5-143f-4aee-8c52-688799012480,6,4 13 1 15 7 21
1f14f52d-2cb0-483d-9df4-8ebe48e98461,6,4 11 3 22 13 18
